node_1|node_1_type|node_2|node_2_type|edge|chunk_id
tricyclic antidepressants|object|stimulants|service|are less effective than and more poorly tolerated than|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|non-stimulants|service|and are less effective than and more poorly tolerated than|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|nortriptyline|documents|is started at a low dose and increased gradually in|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|dosing|concept|dosing is not well established due to the paucity of data|3abff712174c491295cb27c05770d600
nortriptyline|documents|therapeutic range|concept|is started at 10 mg daily and increased in 25 mg increments weekly until a therapeutic range is reached|3abff712174c491295cb27c05770d600
nortriptyline|documents|individual|person|the individual has a three-to-four-week trial at each dose within the therapeutic range|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|depression|condition|are effective in treating co-occurring depression or anxiety with ADHD|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|anxiety|condition|are effective in treating co-occurring depression or anxiety with ADHD|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|abuse liability|concept|have lack of abuse liability|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|medications|documents|have greater side effects as compared with other medications that are effectively used in the treatment of ADHD|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|overdose|condition|may be lethal in overdose|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|cardiovascular effects|concept|have potential cardiovascular effects such as hypotension, hypertension, tachycardia, and QTc prolongation|3abff712174c491295cb27c05770d600
tricyclic antidepressants|object|clinical trials|documents|clinical trials comparing their efficacy have not been conducted|3abff712174c491295cb27c05770d600
hypotension|condition|tcas|"concept|date"|has potential cardiovascular effects|d73149e3f8c0480a9ad53462b9c59527
hypertension|condition|tcas|"concept|date"|has potential cardiovascular effects|d73149e3f8c0480a9ad53462b9c59527
tachycardia|condition|tcas|"concept|date"|has potential cardiovascular effects|d73149e3f8c0480a9ad53462b9c59527
qtc prolongation|condition|tcas|"concept|date"|has cardiotoxicity|d73149e3f8c0480a9ad53462b9c59527
ecg|documents|tcas|"concept|date"|is checked at baseline and each dose increase|d73149e3f8c0480a9ad53462b9c59527
plasma levels|condition|tcas|"concept|date"|do not appear to be related to efficacy|d73149e3f8c0480a9ad53462b9c59527
cardiotoxicity|condition|tca treatment|"concept|date"|should prompt careful monitoring|d73149e3f8c0480a9ad53462b9c59527
comorbid disorders|documents|adhd treatment|"concept|date"|are addressed concurrently|d73149e3f8c0480a9ad53462b9c59527
active substance use disorder (sud)|condition|adhd treatment|"concept|date"|is often addressed prior to treating ADHD|d73149e3f8c0480a9ad53462b9c59527
polysubstance use|condition|adults with adhd|population|is common in adults with ADHD|d73149e3f8c0480a9ad53462b9c59527
acute co-administration of alcohol and stimulants|condition|health consequences|"concept|date"|has potential risks beyond additive behavioral effects|d73149e3f8c0480a9ad53462b9c59527
administration of stimulants in conjunction with alcohol use|condition|potential risks|"concept|date"|has documented potential risks beyond additive behavioral effects|d73149e3f8c0480a9ad53462b9c59527
alcohol|"object|entity"|use|concept|is related to as it has potential risks|827a7104e9184fbdaededf30993ecdc7
risks|condition|alcohol use|concept|are associated with the respective behavioral effects of alcohol use|827a7104e9184fbdaededf30993ecdc7
active substance use disorder|condition|adhd|condition|co-occurring condition|1e455beaebfd45a2929fc5065e25920c
nicotine dependence|condition|active substance use disorder|condition|type of active SUD|1e455beaebfd45a2929fc5065e25920c
cocaine use disorder|condition|active substance use disorder|condition|type of active SUD|1e455beaebfd45a2929fc5065e25920c
opioid dependence|condition|active substance use disorder|condition|type of active SUD|1e455beaebfd45a2929fc5065e25920c
dextroamphetamine-amphetamine|documents|adhd patients with co-occurring sud|condition|treatment for ADHD in patients with co-occurring SUD|1e455beaebfd45a2929fc5065e25920c
atomoxetine|documents|adhd|condition|effective treatment for adult ADHD|1e455beaebfd45a2929fc5065e25920c
viloxazine|documents|adhd|condition|acceptable alternative treatment for ADHD|1e455beaebfd45a2929fc5065e25920c
bupropion|concept|major depressive disorder|condition|is used as an antidepressant with established efficacy|9b44f995762d4d83a9be7553cf792cfa
bupropion|concept|adhd|condition|has been found to be effective in treating individuals with comorbid ADHD|9b44f995762d4d83a9be7553cf792cfa
bupropion|concept|depression|condition|has been found to be effective in treating individuals with comorbid depression|9b44f995762d4d83a9be7553cf792cfa
stimulant medications|concept|anxiety disorders|condition|are used to treat individuals presenting with ADHD and comorbid anxiety disorder|9b44f995762d4d83a9be7553cf792cfa
selective serotonin reuptake inhibitors (ssri)|concept|anxiety disorders|condition|are used to treat individuals presenting with ADHD and comorbid anxiety disorder|9b44f995762d4d83a9be7553cf792cfa
serotonin-norepinephrine reuptake inhibitors (snri)|concept|anxiety disorders|condition|are used to treat individuals presenting with ADHD and comorbid anxiety disorder|9b44f995762d4d83a9be7553cf792cfa
bupropion|concept|side effects|condition|has side effects that can be found elsewhere in the article|9b44f995762d4d83a9be7553cf792cfa
sero tonergic medication|documents|stimulant|service|can lead to excessive serotonin activity|1e4e1d18740d45c399bcf7a1dcee4f81
sero tonergic reuptake inhibitor|documents|stimulant|service|monitored for the presence of serotonin syndrome|1e4e1d18740d45c399bcf7a1dcee4f81
serotonin syndrome|condition|serotonin activity|concept|caused by excessive serotonin activity|1e4e1d18740d45c399bcf7a1dcee4f81
ssris (selective serotonin reuptake inhibitors)|documents|adhd (attention deficit hyperactivity disorder)|condition|discussed as a treatment option|1e4e1d18740d45c399bcf7a1dcee4f81
snris (serotonin-norepinephrine reuptake inhibitors)|documents|adhd (attention deficit hyperactivity disorder)|condition|discussed as a treatment option|1e4e1d18740d45c399bcf7a1dcee4f81
bipolar disorder|condition|adhd (attention deficit hyperactivity disorder)|condition|individuals with comorbid ADHD and bipolar disorder have specific treatment considerations|1e4e1d18740d45c399bcf7a1dcee4f81
mood stabilizing medication|documents|adhd (attention deficit hyperactivity disorder)|condition|treatment for ADHD should be established prior to treatment|1e4e1d18740d45c399bcf7a1dcee4f81
stimulant medications|service|bipolar disorder|condition|may precipitate manic symptoms in individuals with bipolar disorder|1e4e1d18740d45c399bcf7a1dcee4f81
amphetamine|documents|methylphenidate|documents|Other options include a drug holiday through at least the first trimester when medications are used during pregnancy.|0104ccc6471848438013d2de1d4965fd
amphetamine formulations|documents|pregnancy|condition|We prefer to use amphetamine formulations in this population when medications are used during pregnancy.|0104ccc6471848438013d2de1d4965fd
methylphenidate|documents|pregnancy|condition|For patients who have a history of doing well on methylphenidate and/or cannot tolerate an amphetamine, the clinician must weigh the risk to the mother and baby if the mother is not treated during pregnancy.|0104ccc6471848438013d2de1d4965fd
adhd medication|documents|reproductive-aged women|person|The proportion of reproductive-aged, privately insured women in the United States who are treated with medication for ADHD has increased over the past two decades.|0104ccc6471848438013d2de1d4965fd
adhd symptoms|concept|functioning|concept|We work closely with the patient to establish what constitutes response (eg, reduction in attention deficit hyperactivity disorder [ADHD] symptoms and/or improved overall functioning).|0104ccc6471848438013d2de1d4965fd
treatment success|concept|time course for improvement|concept|While treatment success may be defined as...|0104ccc6471848438013d2de1d4965fd
adhd symptoms|condition|remission|concept|is a prerequisite for|bbe08335c8af42f58195645a2127dfcc
improvement in adhd symptoms|condition|clinically significant change|concept|represents observable change from baseline|bbe08335c8af42f58195645a2127dfcc
remission of all adhd symptoms|condition|treatment success|concept|is defined as|bbe08335c8af42f58195645a2127dfcc
improvement in overall functioning|condition|overall functioning at work and relationships|concept|generally follows improvement of attention-related symptoms|bbe08335c8af42f58195645a2127dfcc
repeat administration of rating scales|service|monitoring for symptomatic improvement|concept|is used for|bbe08335c8af42f58195645a2127dfcc
psychiatric comorbidity|condition|clinicians|person|may affect the ability of clinicians to note improvement in psychosocial functioning|b7d9e216a68f42d2a867719fdb712f1f
psychiatric comorbidity|condition|patients|person|may affect the ability of patients to note improvement in psychosocial functioning|b7d9e216a68f42d2a867719fdb712f1f
improvement in psychosocial functioning|concept|psychiatric comorbidity|condition|may be delayed or not sustained due to psychiatric comorbidity|b7d9e216a68f42d2a867719fdb712f1f
adhd symptom checklists|documents|clinicians|person|used by clinicians to monitor symptoms throughout treatment|b7d9e216a68f42d2a867719fdb712f1f
adhd symptom checklists|documents|patients|person|provide a measure of progress tied to various performance venues that may be affected by ADHD treatment|b7d9e216a68f42d2a867719fdb712f1f
conners' adult adhd rating scales|documents|clinicians|person|used for diagnosis and determining symptom severity|b7d9e216a68f42d2a867719fdb712f1f
barkley deficits in executive function scale|documents|clinicians|person|used to identify targets for treatment and monitor over time|b7d9e216a68f42d2a867719fdb712f1f
reliable change index|documents|barkley adhd rating scale iv|documents|Both are reliable scales|1d5b940e76cf4ad5b1c78d50b829f478
functional impairment scale for adults|documents|wender -reimherr adult attention deficit disorder scale|documents|Both are useful for assessing functional impairment|1d5b940e76cf4ad5b1c78d50b829f478
weiss functional impairment rating scale|documents|quality of life|concept|The Weiss scale is useful for assessing quality of life|1d5b940e76cf4ad5b1c78d50b829f478
executive functions|concept|processing speed|concept|Both are domains that can be used for monitoring treatment response|1d5b940e76cf4ad5b1c78d50b829f478
ecg|documents|cardiologist|person|The cardiologist works directly with the individual to monitor ECG|1d5b940e76cf4ad5b1c78d50b829f478
symptoms|condition|medication|service|Symptoms are stabilized by medication|1d5b940e76cf4ad5b1c78d50b829f478
medication|documents|adjustment|service|needs adjustment for vocational, educational, or other activities|a0d1a5c49cbf486d928156f80188dee0
activities|concept|medication|documents|some adults may benefit from drug holidays on weekends or holidays for vocational, educational, or other activities|a0d1a5c49cbf486d928156f80188dee0
adults|person|drug holidays|concept|may benefit from drug holidays on weekends or holidays|a0d1a5c49cbf486d928156f80188dee0
weekends|condition|holidays|date|or holidays|a0d1a5c49cbf486d928156f80188dee0
suboptimal response|condition|initial treatment|service|Individuals with a suboptimal response to initial treatment|1e2181e4a59d45f898a87faa99dee508
comorbid disease|condition|medication adherence|documents|The presence of comorbid disease and adherence to medication|1e2181e4a59d45f898a87faa99dee508
suboptimal response|condition|augmentation strategies|service|Augmentation strategies for patients who experienced a suboptimal response|1e2181e4a59d45f898a87faa99dee508
patient preference|person|availability of treatment|documents|Our choice of subsequent management depends, in part, on patient preference and availability of treatment|1e2181e4a59d45f898a87faa99dee508
adjunctive psychotherapy|service|cognitive-behavioral therapy (cbt)|concept|We augment a suboptimal response to medication with cognitive-behavioral therapy (CBT)|1e2181e4a59d45f898a87faa99dee508
initial treatment|service|amphetamines|documents|initial treatment with amphetamines|1e2181e4a59d45f898a87faa99dee508
methylphenidate|concept|medication|documents|methylphenidate is a type of medication|aacbd203b2f34761a39b606196ce1226
psychotherapy|service|treatment|condition|psychotherapy is a treatment option|aacbd203b2f34761a39b606196ce1226
stimulant preparation|concept|medication|documents|stimulant preparation refers to medication|aacbd203b2f34761a39b606196ce1226
side effects|condition|intolerance|concept|side effects can cause intolerance|aacbd203b2f34761a39b606196ce1226
dose|concept|medication|documents|dose is related to medication|aacbd203b2f34761a39b606196ce1226
adhd|condition|adult|person|ADHD affects adults|aacbd203b2f34761a39b606196ce1226
stimulant|concept|bupropion|concept|substitute for in case of inadequate response or intolerance|450bc0bf47314cf19cd385d9eb4c0103
bupropion|concept|tcas|concept|followed by trials if bupropion is not effective|450bc0bf47314cf19cd385d9eb4c0103
clonidine|concept|guanfacine|concept|occasionally used as alternative in case of limited effectiveness|450bc0bf47314cf19cd385d9eb4c0103
bupropion|concept|atomoxetine|concept|suggested treatment for adults with ADHD and SUD who cannot tolerate or do not respond to atomoxetine|450bc0bf47314cf19cd385d9eb4c0103
bupropion|concept|stimulant abuse|condition|considered in case of inadequate response and no history of stimulant abuse|450bc0bf47314cf19cd385d9eb4c0103
amphetamine|concept|misuse|condition|careful monitoring for signs of misuse, diversion, or addiction recommended|450bc0bf47314cf19cd385d9eb4c0103
addiction|condition|prescription drug misuse|documents|The context mentions addiction and prescription drug misuse in the same sentence.|e8bafa2d109c4491b1db5f889ddc9b91
adhd|condition|depression|condition|The context mentions adults with ADHD and depression, indicating a co-occurring condition.|e8bafa2d109c4491b1db5f889ddc9b91
bupropion|documents|adhd symptoms|condition|The context suggests bupropion as a treatment for ADHD, indicating a therapeutic relationship.|e8bafa2d109c4491b1db5f889ddc9b91
ssri|documents|depression|condition|The context suggests using an SSRI as a treatment for depression, indicating a therapeutic relationship.|e8bafa2d109c4491b1db5f889ddc9b91
stimulant|documents|adhd symptoms|condition|The context suggests using a stimulant as a treatment for ADHD, indicating a therapeutic relationship.|e8bafa2d109c4491b1db5f889ddc9b91
serotonin syndrome|documents|ssri and stimulant combination|concept|The context mentions the possibility of serotonin syndrome as a potential adverse effect of combining an SSRI and stimulant.|e8bafa2d109c4491b1db5f889ddc9b91
tca|documents|adhd symptoms|condition|The context suggests using a TCA as an alternative treatment for ADHD, indicating a therapeutic relationship.|e8bafa2d109c4491b1db5f889ddc9b91
atomoxetine|documents|adhd symptoms|condition|The context suggests using atomoxetine as a treatment for ADHD, indicating a therapeutic relationship.|e8bafa2d109c4491b1db5f889ddc9b91
social anxiety disorder|condition|adhd symptoms|condition|The context mentions adults with ADHD and social anxiety disorder, indicating a co-occurring condition.|e8bafa2d109c4491b1db5f889ddc9b91
atomoxetine|concept|adhd|condition|has efficacy|1c10297c131e4e01b80a1d14a33e4d04
atomoxetine|concept|anxiety|condition|has efficacy|1c10297c131e4e01b80a1d14a33e4d04
atomoxetine|concept|social anxiety disorder|condition|has efficacy|1c10297c131e4e01b80a1d14a33e4d04
atomoxetine|"object|entity|location|organization|person|condition|documents|concept|date"|tca (nortriptyline)|"object|entity|location|organization|person|condition|documents|concept|date"|If atomoxetine is poorly tolerated or ineffective, we typically treat with a TCA.|bffd84459f764e4d99709f966e538482
tca (nortriptyline)|"object|entity|location|organization|person|condition|documents|concept|date"|adhd|"object|entity|location|organization|person|condition|documents|concept|date"|TCAs have been shown to be effective in both ADHD and generalized anxiety disorder.|bffd84459f764e4d99709f966e538482
tca (nortriptyline)|"object|entity|location|organization|person|condition|documents|concept|date"|generalized anxiety disorder|"object|entity|location|organization|person|condition|documents|concept|date"|TCAs have been shown to be effective in both ADHD and generalized anxiety disorder.|bffd84459f764e4d99709f966e538482
adhd|"object|entity|location|organization|person|condition|documents|concept|date"|depression|"object|entity|location|organization|person|condition|documents|concept|date"|For adults with ADHD co-occurring with both depression and anxiety disorder...|bffd84459f764e4d99709f966e538482
adhd|"object|entity|location|organization|person|condition|documents|concept|date"|anxiety disorder|"object|entity|location|organization|person|condition|documents|concept|date"|For adults with ADHD co-occurring with both depression and anxiety disorder...|bffd84459f764e4d99709f966e538482
tca (nortriptyline)|"object|entity|location|organization|person|condition|documents|concept|date"|ssri/snri|"object|entity|location|organization|person|condition|documents|concept|date"|For adults with ADHD co-occurring with both depression and anxiety disorder...|bffd84459f764e4d99709f966e538482
stimulant|"object|entity|location|organization|person|condition|documents|concept|date"|ssri/snri|"object|entity|location|organization|person|condition|documents|concept|date"|For adults with ADHD co-occurring with both depression and anxiety disorder...|bffd84459f764e4d99709f966e538482
alpha-2 adrenergic agonists (clonidine)|"object|entity|location|organization|person|condition|documents|concept|date"|adhd|"object|entity|location|organization|person|condition|documents|concept|date"|Little is known about the efficacy, safety, and tolerability of alpha-2 adrenergic agonists...|bffd84459f764e4d99709f966e538482
alpha-2 adrenergic agonists (guanfacine)|"object|entity|location|organization|person|condition|documents|concept|date"|adhd|"object|entity|location|organization|person|condition|documents|concept|date"|Little is known about the efficacy, safety, and tolerability of alpha-2 adrenergic agonists...|bffd84459f764e4d99709f966e538482
clonidine|medication|adhd symptoms|condition|has not shown to reduce|5450ae50b4ef4e1a8caed73d30d91bf0
guanfacine|medication|adhd symptoms|condition|has not shown to reduce|5450ae50b4ef4e1a8caed73d30d91bf0
venlafaxine|medication|adhd symptoms|condition|may be mildly efficacious in reducing|5450ae50b4ef4e1a8caed73d30d91bf0
ssri antidepressants|medication|adhd symptoms|condition|found no statistically significant reduction|5450ae50b4ef4e1a8caed73d30d91bf0
adults with adhd|person|alpha-2-adrenergic agonists|concept|for whom they are generally used third-line|5450ae50b4ef4e1a8caed73d30d91bf0
children and adolescents with adhd|person|alpha-2-adrenergic agonists|concept|for whom they are generally used third-line|5450ae50b4ef4e1a8caed73d30d91bf0
clinical subgroups|concept|alpha-2-adrenergic agonists|concept|for whom they are generally used third-line|5450ae50b4ef4e1a8caed73d30d91bf0
impulsivity and hyperactivity|condition|alpha-2-adrenergic agonists|concept|for whom they are generally used third-line|5450ae50b4ef4e1a8caed73d30d91bf0
adhd|concept|solriamfetol|object|may be effective in the treatment of adults with ADHD|4fdf83774dea4691adfaf034b79c1046
solriamfetol|object|narcolepsy|concept|used for the treatment of sleepiness in individuals with narcolepsy|4fdf83774dea4691adfaf034b79c1046
solriamfetol|object|placebo|concept|was compared with those that received placebo in a trial|4fdf83774dea4691adfaf034b79c1046
adhd|concept|paroxetine|object|difference in the intent to treat analysis of change in ADHD symptoms among groups treated with either 40 mg/day of paroxetine|4fdf83774dea4691adfaf034b79c1046
adhd|concept|dextroamphetamine|object|difference in the intent to treat analysis of change in ADHD symptoms among groups treated with either 20 mg twice daily of dextroamphetamine|4fdf83774dea4691adfaf034b79c1046
adhd investigator symptom rating scale (aisrs)|concept|solriamfetol|object|mean improvement as measured by the adult ADHD Investigator Symptom Rating Scale (AISRS) was greater in those treated with solriamfetol|4fdf83774dea4691adfaf034b79c1046
clinical global impression ratings|concept|solriamfetol|object|a greater percentage of individuals in the treatment group, as compared with those in the placebo group had Clinical Global Impression ratings of much or very much improved|4fdf83774dea4691adfaf034b79c1046
remission|concept|solriamfetol|object|met criteria for remission (24 versus 3 percent)|4fdf83774dea4691adfaf034b79c1046
solriamfetol|concept|efficacy|concept|has efficacy|b288bc3eddc74ec69c530999366fc7a3
solriamfetol|concept|tolerability|concept|has tolerability|b288bc3eddc74ec69c530999366fc7a3
maois|concept|clinical trials|concept|have been tested in clinical trials|b288bc3eddc74ec69c530999366fc7a3
adhd|condition|maois|concept|may be treated with MAOIs|b288bc3eddc74ec69c530999366fc7a3
dietary restrictions|concept|maois|concept|require dietary and other restrictions|b288bc3eddc74ec69c530999366fc7a3
tdcs|service|adhd symptoms|condition|may improve symptoms of inattention|b288bc3eddc74ec69c530999366fc7a3
randomized trial|concept|tdcs|service|evaluated the effectiveness of tDCS|b288bc3eddc74ec69c530999366fc7a3
adult adhd self-report scale|document|inattention|concept|measured symptoms of inattention|b288bc3eddc74ec69c530999366fc7a3
adhd|condition|intensity|condition|ADHD requires intensity|743ea67f19fa42a3951c1c6e31558c42
adhd|condition|duration|condition|ADHD requires duration|743ea67f19fa42a3951c1c6e31558c42
adhd|condition|number of sessions|condition|ADHD requires number of sessions|743ea67f19fa42a3951c1c6e31558c42
l-deprenyl|service|efficacy in treating adhd|concept|L-deprenyl has little evidence of efficacy in treating ADHD|743ea67f19fa42a3951c1c6e31558c42
pargyline|service|efficacy in treating adhd|concept|pargyline has little evidence of efficacy in treating ADHD|743ea67f19fa42a3951c1c6e31558c42
modafinil|service|efficacy in treating adhd|concept|modafinil has little evidence of efficacy in treating ADHD|743ea67f19fa42a3951c1c6e31558c42
cholinesterase inhibitors|service|efficacy in treating adhd|concept|cholinesterase inhibitors have little evidence of efficacy in treating ADHD|743ea67f19fa42a3951c1c6e31558c42
tetrahydrocannabinol (marijuana)|service|benefits for adhd|concept|tetrahydrocannabinol (marijuana) has few studies supporting benefits for ADHD|743ea67f19fa42a3951c1c6e31558c42
adhd|condition|cognitive functions|concept|Impair|9affdbf581dc465faf3958cde8583856
cannabis use|service|adhd|condition|Acute impair|9affdbf581dc465faf3958cde8583856
stimulants|documents|adhd|condition|Treatment for a time-limited period|9affdbf581dc465faf3958cde8583856
cognitive-behavioral therapy (cbt)|documents|adhd|condition|Treatment for executive dysfunction|9affdbf581dc465faf3958cde8583856
medication management|service|adhd|condition|Initial treatment with medication and CBT|9affdbf581dc465faf3958cde8583856
therapy|concept|executive dysfunction|condition|targets|ae1935ec911447de9e07a542fb09d1ee
amphetamines|service|methylphenidate|service|is preferred over|ae1935ec911447de9e07a542fb09d1ee
pharmacologic treatment|concept|specific populations|entity|may be the preferred initial therapy for|ae1935ec911447de9e07a542fb09d1ee
co-occurring substance use or substance use disorder (sud)|condition|adhd|condition|may have|ae1935ec911447de9e07a542fb09d1ee
stabilizing sud|concept|treating adhd|concept|should be done prior to|ae1935ec911447de9e07a542fb09d1ee
substance use disorder|condition|benzodiazepines|substance|has history of|c03e40406b0049feac151e78c802d9c8
substance use disorder|condition|alcohol|substance|has history of|c03e40406b0049feac151e78c802d9c8
substance use disorder|condition|opioids|substance|has history of|c03e40406b0049feac151e78c802d9c8
substance use disorder|condition|stimulants|substance|has history of|c03e40406b0049feac151e78c802d9c8
bupropion|drug|depression|condition|treats|c03e40406b0049feac151e78c802d9c8
bupropion|drug|adhd|condition|treats|c03e40406b0049feac151e78c802d9c8
stimulant|drug|anxiety disorders|condition|treats|c03e40406b0049feac151e78c802d9c8
selective serotonin reuptake inhibitor (ssri)|drug|anxiety disorders|condition|treats|c03e40406b0049feac151e78c802d9c8
methylphenidate|drug|pregnancy|condition|has risks for|c03e40406b0049feac151e78c802d9c8
amphetamines|drug|pregnancy|condition|preferred treatment in|c03e40406b0049feac151e78c802d9c8
adjustment|concept|vocational activities|activity|is particularly for|d5d100effef546c8b363ab17e72ed342
initial treatment|treatment|individuals with a suboptimal response|group of people|we review the accuracy of the diagnosis|d5d100effef546c8b363ab17e72ed342
comorbid disease|condition|adherence to medication|aspect of treatment|and we address these as indicated|d5d100effef546c8b363ab17e72ed342
adjunctive psychotherapy|treatment|initial treatment with medication alone|type of treatment|we suggest augmentation with CBT|d5d100effef546c8b363ab17e72ed342
cognitive behavioral therapy (cbt)|treatment|executive functioning|aspect of brain function|targeting this aspect appears to be the most efficacious treatment|d5d100effef546c8b363ab17e72ed342
combination therapy|treatment|adults with adhd|group of people|appears to be the most efficacious treatment for this group|d5d100effef546c8b363ab17e72ed342
methylphenidate|concept|cbt|concept|alternative treatment when CBT is not available|5e7ee6d58e084aff81fde8cbcba59705
atomoxetine|concept|bupropion|concept|successive trials for poor response to stimulants|5e7ee6d58e084aff81fde8cbcba59705
nortriptyline|concept|cbt|concept|augmentation with CBT for poor response to stimulants|5e7ee6d58e084aff81fde8cbcba59705
bupropion|concept|tricyclic antidepressant|concept|type of medication for ADHD in adults|5e7ee6d58e084aff81fde8cbcba59705
adhd medications|"object|entity|location|organization|person|condition|documents|concept|date"|methylphenidate-based medications|"object|entity|location|organization|person|condition|documents|concept|date"|ADHD medications help manage ADHD symptoms, which can be treated with Methylphenidate-based medications|d0830b7fbe764b6f9893b89f42404272
methylphenidate-based medications|"object|entity|location|organization|person|condition|documents|concept|date"|stimulants|"object|entity|location|organization|person|condition|documents|concept|date"|Methylphenidate-based medications are a type of stimulant used to treat ADHD|d0830b7fbe764b6f9893b89f42404272
short-acting methylphenidate|"object|entity|location|organization|person|condition|documents|concept|date"|methylphenidate-based medications|"object|entity|location|organization|person|condition|documents|concept|date"|Short-acting methylphenidate is a form of Methylphenidate-based medication that works for about 3-4 hours|d0830b7fbe764b6f9893b89f42404272
ritalin®|"object|entity|location|organization|person|condition|documents|concept|date"|short-acting methylphenidate|"object|entity|location|organization|person|condition|documents|concept|date"|Ritalin is a short-acting form of methylphenidate-based medication that works for about 3-4 hours|d0830b7fbe764b6f9893b89f42404272
methylin®|"object|entity|location|organization|person|condition|documents|concept|date"|short-acting methylphenidate|"object|entity|location|organization|person|condition|documents|concept|date"|Methylin is another form of short-acting methylphenidate-based medication|d0830b7fbe764b6f9893b89f42404272
ritalin®|"object|entity|location|organization|person|condition|documents|concept|date"|methylphenidate-based medications|"object|entity|location|organization|person|condition|documents|concept|date"|Ritalin is a form of Methylphenidate-based medication that can help improve attention and focus|d0830b7fbe764b6f9893b89f42404272
methylin®|"object|entity|location|organization|person|condition|documents|concept|date"|methylphenidate-based medications|"object|entity|location|organization|person|condition|documents|concept|date"|Methylin is a form of Methylphenidate-based medication that can help improve attention and focus|d0830b7fbe764b6f9893b89f42404272
long-acting medications|concept|reduce the need to take multiple doses throughout the day|condition|are designed to work for a longer period|9e5864a64c4b495c8163b8ff4b356f8f
long-acting medications|concept|doses|concept|typically last 8 -12 hours|9e5864a64c4b495c8163b8ff4b356f8f
methylphenidate|concept|long-acting medications|concept|is a type of long-acting medication|9e5864a64c4b495c8163b8ff4b356f8f
concerta|"documents|service"|methylphenidate|concept|is a brand name for Methylphenidate|9e5864a64c4b495c8163b8ff4b356f8f
extended-release tablets|"documents|service"|concerta|"documents|service"|is a form of Concerta|9e5864a64c4b495c8163b8ff4b356f8f
doses|concept|5mg and 10mg|"object|entity"|are available in different amounts|9e5864a64c4b495c8163b8ff4b356f8f
ritalin|"documents|service"|methylphenidate|concept|is similar to Methylphenidate|9e5864a64c4b495c8163b8ff4b356f8f
medication|concept|daytrana|service|Provides a steady release of medication throughout the day|269551830018408a9b046876a1db94f8
daytrana|service|patches|documents|The patch is applied to the skin and worn for about 9 hours|269551830018408a9b046876a1db94f8
daytrana|service|children|entity|This form is beneficial for children who have difficulty swallowing pills|269551830018408a9b046876a1db94f8
apten sio xr|concept|capsules|documents|Capsules can be opened and sprinkled on applesauce if the child cannot swallow them whole|269551830018408a9b046876a1db94f8
apten sio xr|concept|children|entity|Capsules can be opened and sprinkled on applesauce if the child cannot swallow them whole|269551830018408a9b046876a1db94f8
quillivant xr|concept|liquid|documents|The liquid form can be easier for children who have difficulty with pills|269551830018408a9b046876a1db94f8
focalin xr|concept|capsules|documents|Capsules can be opened and sprinkled on applesauce if the child cannot swallow them whole|269551830018408a9b046876a1db94f8
ritalin la|concept|capsules|documents|Long-acting capsules for managing symptoms with just one dose|269551830018408a9b046876a1db94f8
methylphenidate|"object|concept|medication"|symptom control|"condition|concept"|The long-acting form helps provide consistent symptom control throughout the day.|540e4246e3e145ac98d72f803db765c5
methylphenidate|"object|concept|medication"|daily timing|"concept|schedule"|Take the medication at the same time each day to maintain a steady level in your body.|540e4246e3e145ac98d72f803db765c5
methylphenidate|"object|concept|medication"|side effects|"condition|concept"|Common side effects of methylphenidate-based medications include: Decreased appetite, Insomnia or trouble sleeping, Headache, Stomachache, Increased heart rate.|540e4246e3e145ac98d72f803db765c5
amphetamine|"object|concept|medication"|attention and impulsivity|"condition|concept"|These medications increase the levels of certain chemicals in the brain to help improve attention and reduce impulsivity and hyperactivity.|540e4246e3e145ac98d72f803db765c5
amphetamine|"object|concept|medication"|short-acting amphetamines|"object|concept|medication"|Short-acting amphetamines typically work for about 4-6 hours.|540e4246e3e145ac98d72f803db765c5
adderall|"object|concept|medication"|form and doses|"concept|property"|The form is tablets, and the doses are 5mg, 7.5mg, 10mg, 12.5mg, 15mg, 20mg, 30mg.|540e4246e3e145ac98d72f803db765c5
adderall|documents|form|concept|Adderall has a form of tablets.|fa16dae3eabc4ec98330260afed73078
adderall|documents|doses|concept|Adderall is available in different doses such as 5mg, 7.5mg, 10mg, 12.5mg, 15mg, 20mg, and 30mg.|fa16dae3eabc4ec98330260afed73078
form|concept|usage|concept|The form of Adderall is related to its usage, which is usually taken 1-2 times a day.|fa16dae3eabc4ec98330260afed73078
doses|concept|usage|concept|The different doses of Adderall are related to its usual usage, which is 1-2 times a day.|fa16dae3eabc4ec98330260afed73078
procentra|documents|children who have trouble swallowing pills|person|is useful for|aa5131af41ae4fd58d7a0445378e9765
procentra|documents|bubblegum flavor|concept|has a flavor of|aa5131af41ae4fd58d7a0445378e9765
evekeo|documents|symptoms throughout the day|condition|is used to help manage|aa5131af41ae4fd58d7a0445378e9765
zenzedi|documents|symptoms of adhd|condition|helps manage symptoms of|aa5131af41ae4fd58d7a0445378e9765
adderall xr|documents|morning|concept|is taken once a day in|aa5131af41ae4fd58d7a0445378e9765
