text|source|page|chunk_id
"associated with impairment based on interview and/or direct obs ervation in multiple settings, and (3) be 
pervasive, occurring in 2+ settings.  
 Only consider patients  with at least moderate impairment in 2 different settings for m edication treatment.   
 Symptoms should meet DSM-IV or ICD-10 criteria and be associat ed with at least moderate impairment in 
multiple settings.    
 ADHD diagnosis requires: (1) meets DSM-5 symptom criteria; (2)  developmental history consistent with 
ADHD & childhood symptoms of ADHD;  (3) past & current pattern o f impairment consistent with ADHD; 
(4) no other disorder explains the symptoms.   
 Severity should be measured and based on the number and severi ty of ADHD symptoms/b ehaviors, presence 
of psychiatric comorbidity, leve l of impairment, including perv asiveness (e.g., occurrence in ≥ 2 important 
settings)    
 ADHD diagnosis should not be made solely on the basis of ratin g scale or observational data. However, such 
scales are valuable adjuncts. Use observations if unsure about symptoms.    
 Maternal alcohol use during pre gnancy should be included in an  evaluation for ADHD.  
 Some of the unique characteris tics of hypersexual patients may lead to the misdiagnosis of adult ADHD."|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|7|c12a5e4e669640a9b186f4988dd9baf1
"ADHD symptoms can be the result of stressful and unpredictable environment rather than being symptoms of 
ADHD.    
 A timetable of onsets for excessi ve substance use compared wit h onset of ADHD symptoms can help 
differentiate ADHD symptoms a nd substance induced symptoms.  
 A careful screen for cardiac  issues, early dementia, arthritis , obesity, poor dental hygiene, glaucoma, 
traumatic brain injuries and in juries for accidents is crucial.  
Treatment Initiation  
 Refer to psychiatrist for: extreme dysfunction, suicidality, h omicidality, substance abu se, psychosis, extreme 
psychosocial stressors, past treatment failures, atypical prese ntations.  
 Consider psychotherapy for drug treatment resistant patients a nd those well motivated for this approach. CBT 
is the preferred approach.   
 Psychosocial interventions shoul d be considered, especially co gnitive behavior therapy.    
 Address comorbid or alternative psychiatric conditions prior t o ADHD treatment. Milder disorders may be 
deferred.   
 Treatment selection (medication or psychosocial interventions)  should consider severity, context of symptoms 
and impairment, patient age, p references, capabilities, and per sonal circumstances of the patients, 
parents/caregivers.  Can combine treatments.  
 Drug treatment should be started only under the guidance of a psychiatrist, nurse prescriber specializing in 
ADHD, or other clinical prescriber with training in the diagnos is and management of ADHD."|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|8|b0a9484a594045dcb879cf0100d5303b
"ADHD, or other clinical prescriber with training in the diagnos is and management of ADHD.   
 Drug treatment should always form part of a comprehensive trea tment program that addresses psychological, 
behavioral and educational or occupational needs.   
 Before initiating medication, pe rform a physical examination i ncluding BP, pulse, weight and height. 
 Document adequate assessment, p ast psychosocial treatments, & previous drug treatments before initiating 
stimulant treatment.    
 Before starting drug treatment, complete a: 1) mental health &  social assessment, 2) history & physical 
examination, 3) ECG if past medi cal or family history of seriou s cardiac disease, or abnormal findings on 
cardiac examination, 4) risk assessment for su bstance misuse and drug diversion.    
 Assess risk for potential substance misuse and drug diversion when prescribing stimulants. Not necessary for 
non-stimulants, which have no abuse potential.   
 Monitor for signs of diversion and misuse of stimulant medicat ion, especially for young adults. 
 The risks of abuse, misuse and diversion can be reduced by use  of long-acting formulations of MPH or 
AMPH. The prodrug LDX has a very low abuse potential and is a g ood alternative to immediate-release 
amphetamines.    
 Prescribers should be familiar with the requirements of contro lled drug legislation governing stimulant 
prescription."|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|8|73dd9fb372774987bbdd72cbbeb038ee
"In patients with ADHD and substa nce use disorder, ADHD treatme nt with stimulants should not be withheld, 
but rather postponed until problem atic substance use stops and t here is a commitment to the treatment process.   
 Drug treatment for patients who misuse substances should be pr escribed by an appropriately qualified 
healthcare professional with expe rtise in managing both ADHD an d substance misuse.   
 Stimulants contraindicated in patients with history of illicit  stimulant use, unless trea ting in a controlled or 
supervised setting.   
 Current or previous substance abuse can be seen as either a co ntraindication for stimulant prescription, 
especially immediate release prep arations, or as a reason for e xtremely close monitoring of a patient’s 
stimulant use.    
 For patients at high risk of s ubstance abuse, consider establi shing a drug contract or conducting periodic drug 
screens.    
 Abstinence is not an absolute precondition to start treatment,  but substance use must be stabilized.
 Use of cannabis is not necessarily a contraindication to presc ribing stimulant medication. 
 Prescribers should be familiar with the pharmacokinetic profil es of all long-acting and immediate-release 
preparations to ensure treatment is tailored effectively.   
 Drug treatment should be the firs t-line treatment unless patient prefers psychological treatment.  
 Stimulants are the first line of drug treatment for ADHD."|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|9|a628dce5a7c84325a21b981b1d1b3c3a
"Stimulants are the first line of drug treatment for ADHD. 
 Longer-acting forms of stimulan ts and nonstimulants improve co nvenience and extend control of ADHD 
symptoms in challenging environments.   
 Medication trials should usually  begin with stimulants and pro ceed to non-stimulants in the case of non- or 
poor response or intolerable AEs.   
 If starting drug treatment, try MPH first. 
 ATX or DEX should be considere d in adults unresponsive or into lerant to an adequate 6-week trial of MPH. 
Exercise caution when prescribi ng DEX to those likely to be at risk of stimulant misuse or diversion.   
 Antipsychotics are not recommended. 
 Prior to ATX treatment, previous history of liver disease shou ld be evaluated.  
 Genetic variants affect metabolism of ADHD medications.
 Treatment with stimulants requi res careful titration over 4 to  6 weeks due to marked individual differences in 
final dose.    
 During titration, gradually increase doses until no further im provement and side effects are tolerable. 
 Dose titration should be slower if tics or seizures are presen t. 
 If using MPH: (1) Begin initial treatment with low doses; incr ease dose according to response, (2) Give long-
acting preparations 1x daily and no more than 2x daily; Give im mediate-release preparations up to 4x daily, 
and (3) long-acting forms may in crease adherence or reduce risk  for substance misuse or diversion."|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|9|2b081264e34a462a895eeb24b091f177
"If using DEX: (1) Begin initial treatment with low doses (5 mg  2x daily); increase dose according to response 
up to a maximum of 60 mg/day, (2) give treatment in divided dos es between 2-4x daily, and (3) long-acting 
forms may increase adherence o rreduce risk for substance misuse or diversion.    
 If using ATX: (1) weight up to  70 kg, initial total daily dose  should be ~0.5 mg/kg; inc rease after 7 days up to 
~1.2 mg/kg/day, (2) > 70 kg, in itial total daily dose should be  40 mg; increase dose after 7 days up to a 
maintenance dose of 100 mg/day , (3) usual maintenance dose is e ither 80 or 100 mg, may be taken in divided 
doses, (4) allow 6-week trial on a maintenance dose to evaluate  full effectiveness    
 Give patient written informati on about local and national supp ort groups and voluntary organizations. 
 Give patient information about ADHD at every stage of their ca re.
 Review with the patient current  empirical research from clinic al trials with ADHD adults.
 Explore patient’s apprehensions (e.g., “This is a crutch,” ""St imulants are addictive"").
 Involve families in the treatment process
 Stress the value of a balanced d iet, good nutr ition and regula r exercise.
 Prior to a stimulant trial assess cardiac risk factors.    
 Check pulse and blood pressure prior to prescribing any ADHD m edication.   
Treatment 
Follow-up     
 Schedule follow-up appointments at least monthly until the pat ient’s symptoms have been controlled"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|10|6bc8ace4e17045ecb325a3d6c6432a94
"Treatment 
Follow-up     
 Schedule follow-up appointments at least monthly until the pat ient’s symptoms have been controlled
 At each follow-up visit review: (1) diurnal variation in sympt oms; (2) target symptoms, job/school 
performance, relationship issues;  (3) adherence to therapy, dru g side effects/toxicity or signs of 
abuse/diversion; (4) vital signs   
 Regularly monitor medication response to treatment & titrate d oses to control symptoms, reduce impairment 
and other behavioral targets, wh ile minimizing adverse events.   
 Regularly monitor adverse even ts, blood pressure, pulse, weigh t, illicit substance use , & medication diversion 
 A pulse rate consistently above 120/min should signal a cardia c review; occasional extra beats are not 
necessarily a cause for concern, but persistent tachycardia nee ds investigation.    
 For stimulants: check blood  pressure and pulse quarterly. 
 For stimulants, a sustained res ting tachycardia, arrhythmia or  systolic BP of greater t han the 95th % (or a 
clinically significant increase) measured on two occasions shou ld prompt medical referral and dose reduction.   
 Side effects of drug treatment for ADHD should be routinely mo nitored and documented.    
 Systematically assess adverse ev ents by asking about known sid e effects. 
 Consider dose reduction if there  are troublesome side effects.
 Monitor sexual dysfunction and dysmenorrhea as potential side effects of ATX."|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|10|a8726e0ebba7491da0c0dcf78e9b1504
"Observe those treated with ATX for agitation, irritability, su icidal thinking, self-harming behavior, and 
unusual changes in behavior, particularly during the initial mo nths of treatment, or after a change in dose. 
Warn patients of rare potential liver damage.  
 If psychotic symptoms emerge f ollowing the introduction of sti mulants, ATX should be considered.    
 Do not give stimulants to a pa tient with an active psychotic d isorder.
 If stimulants cause anxiety, low er the dose and/or combine tre atment with an antidepressant; switching to 
ATX may also be effective.   
 Follow-up with patients on medi cations regularly to determine if continued treatment is warranted and if 
effectiveness continues.    
 Continue drug treatment if clinically effective & reviewed at least annually.  Evaluate effects of missed doses, 
planned dose reductions, and peri ods of no treatment. Drug holi days may be useful to assess treatment 
continuation need.    
 Maintain medication if it remains clinically effective and is reviewed annually 
 Assess long term benefits, especi ally if continuing treatment from childhood.  Consider medication 
discontinuation if warranted.   
 Use ADHD rating scales with the patient as a psychoeducational  tool.   
 Help patients find observational anchors they can use to self- monitor progress. 
 For those stabilized on medication but with persisting functio nal impairment or no response to drug treatment, 
consider cognitive behavior therapy"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|11|91c70bebe884466bb621857a60da6df6
"consider cognitive behavior therapy  
 If drug treatment leads to excessive weight loss, consider mon itoring body mass index & changing the drug. 
 Strategies to reduce weight l oss in people with ADHD include: (1) taking medication either with or after food, 
(2) taking additional meals or snacks early in the morning or l ate in the evening, (3) consuming high-calorie 
foods of good nutritional value."|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|11|4af52fa7da9b4283b531dc69e094a80b
"Table 4. Top Ten Adult ADHD Quality Measures 
 
  Quality 
Measure Metric Importance Reli ability Feasibility Mean 
Screening 
1.  % high risk patients screened 
(e.g., depressed patients, family 
history of ADHD) 4.64 4.11 4.21 4.32 
Diagnosis  
2.  % patients treated for ADHD 
having documented DSM-5 
diagnosis of ADHD 4.23 4.32 4.17 4.24 
3.  % patients with ADHD with 
review of other psychiatric disorders 4.89 4.46 4.19 4.51 
4.  % patients with ADHD with 
documentation of impairmen t 4.70 4.22 4.00 4.31 
Treatment Initiation  
5.  % patients receiving ADHD 
medications for whom treatment alternatives, benefits and risks have been discussed 4.70 4.41 4.30 4.47 
6.  % patients with ADHD 
assessed for vitals prior to medication treatmen
t 4.63 4.33 4.15 4.37 
7.  % patients with ADHD for 
whom warnings and 
contraindications for 
medication were reviewed 4.56 4.19 4.22 4.32 
Treatment Follow-up  
8.  % patients with ADHD where 
validated measure of symptom change used to assess treatment efficacy at least annually 4.38 4.12 3.77 4.09 
9.  % patients stabilized on an 
ADHD medication seen at least once per yea
r 4.69 4.54 4.46 4.56 
10.  % patients prescribed 
medication for ADHD seen 
within one month of initial 
prescription 4.65 4.54 4.15 4.45"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|12|cd2ac88d3a584cfdbd5e478d8816cb46
"Supplementary Table 1. Adult ADHD  Quality Measures: Draft List Mean Ratings 
 
 Quality 
Measure Metric Importance Reli ability Feasibility Mean 
Screening 
1.  % patients screened using 
validated method to screen for 
ADHD 4.25 4.00 4.21 4.15 
2.  % patients with ADHD 
screened at least once a year for mood, anxiety and substance use disorders 4.46 4.18 3.86 4.17 
3.  % high risk patients screened 
(e.g., depressed patients, family history of ADHD) 4.64 4.11 4.21 4.32 
Diagnosis
4.  % patients treated for ADHD 
having documented DSM-5 diagnosis of ADHD 4.23 4.32 4.17 4.24 
5.  % patient for whom validated 
self-report scale of symptoms 
used to supplement diagnostic evaluation 4.14 4.11 3.11 3.79 
6.  % patients with ADHD with 
review of medical problems 4.61 2.29 4.00 3.63 
7.  % patients with ADHD with 
review of other psychiatric disorders 4.89 4.46 4.19 4.51 
8.  % patients evaluated for ADHD 
having a collateral report 4.00 3.89 2.78 3.56 
9.  % patients with ADHD for 
whom evaluation of cognitive and psychiatric comorbidities is 
documented 4.41 4.00 3.44 3.95 
10.  % patients with ADHD with 
documentation of impairmen t 4.70 4.22 4.00 4.31 
Treatment Initiation
11.  % patients receiving ADHD 
medications for whom 
treatment alternatives, benefits 
and risks have been discussed 4.70 4.41 4.30 4.47 
12.  % patients with ADHD 
prescribed evidenced based FDA approved medication 4.19 4.26 4.15 4.20 
13.  % patients with ADHD for"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|13|123dbdfafddf47189376a1283dbbdec4
"12.  % patients with ADHD 
prescribed evidenced based FDA approved medication 4.19 4.26 4.15 4.20 
13.  % patients with ADHD for 
whom psychosocial treatment, disability services or coaching options have been discussed 4.44 3.78 3.48 3.90 
14.  % patients with ADHD referred 
to evidenced-based Internet 
resources 3.37 2.93 3.41 3.24"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|13|e5c156f597354f2c8e40f2c1693b66a4
"Supplementary Table 1. Adult ADHD  Quality Measures: Draft List Mean Ratings 
 
 15.  % patients with ADHD 
educated about adverse untreated ADHD outcomes 4.33 3.85 3.89 4.02 
16.  % patients with ADHD 
counseled about risks of driving without medications 4.41 3.93 3.93 4.09 
17.  % patients with ADHD for 
whom rationale for stimulants 
vs. nonstimulants discussed 4.19 3.93 3.81 3.98 
18.  % patients with ADHD where 
sustained release stimulants tried before immediate release stimulants 4.04 4.19 4.15 4.13 
19.  % patients with ADHD 
assessed for diversion risk  4.37 3.56 3.59 3.84 
20.  % patients with ADHD 
educated about dangers of diversion 4.41 3.96 3.70 4.02 
21.  % patients with ADHD for 
whom a prescription monitoring 
program has been consulted 3.89 3.78 3.11 3.59 
22.  % patients with ADHD for 
whom specific functional 
outcomes have been targeted for treatmen
t 4.59 4.19 3.96 4.25 
23.  % patients with ADHD 
assessed for vitals prior to medication treatmen
t 4.63 4.33 4.15 4.37 
24.  % patients with ADHD for 
whom warnings and contraindications for 
medication were reviewed 4.56 4.19 4.22 4.32 
25.  % patients with ADHD 
receiving more than one 
psychiatric medication for whom rationale for combined pharmacotherapy has been discussed 4.44 4.22 4.07 4.24 
Treatment Follow-up  
26.  % patients treated for ADHD 
provided education about 
ADHD treatment and disability 
service options at least 1x/yea r 3.85 3.38 3.19 3.47 
27.  % patients with ADHD where"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|14|4b5d450aa601466f9345e21aec593807
"provided education about 
ADHD treatment and disability 
service options at least 1x/yea r 3.85 3.38 3.19 3.47 
27.  % patients with ADHD where 
methods to improve adherence implemented 4.35 3.69 3.42 3.82 
28.  % patients with ADHD where 
validated measure of symptom change used to assess treatment efficacy at least annually 4.38 4.12 3.77 4.09"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|14|b13904e9de0240d5a3e909be1d6614ca
"Supplementary Table 1. Adult ADHD  Quality Measures: Draft List Mean Ratings 
 
 29.  % patients treated with ADHD 
medication for whom daily use of medication recommended 4.08 4.00 4.15 4.08 
30.  % patients treated with ADHD 
medications for whom vitals taken at least annually 4.54 4.46 4.38 4.46 
31.  % patients treated for ADHD 
for whom prescription 
monitoring program was 
consulted at least annually 4.04 3.85 3.50 3.80 
32.  % patients with ADHD for 
whom psychosocial and educational needs have been re-evaluated at least annually 4.42 3.92 3.85 4.06 
33.  % patients with ADHD where 
substance use has been evaluated at least annually 4.58 3.88 3.92 4.13 
34.  % patients stabilized on an 
ADHD medication seen at least 
once per yea r 4.69 4.54 4.46 4.56 
35.  % patients prescribed 
medication for ADHD seen within one month of initial prescription 4.65 4.54 4.15 4.45 
36.  % patients treated for ADHD 
for whom risks and benefits of stopping treatment have been 
discussed at least annually 4.04 3.77 3.81 3.87 
Care Coordination
37.  % patients with ADHD referred 
to external treatment resources 3.38 3.15 3.19 3.24 
38.  % patients with ADHD for 
whom communication with 
other health care providers 
occurs at least annually 3.69 3.35 3.00 3.35 
39.  % of patients medicated for 
ADHD for whom prescription refills are coordinated with other prescribers 4.00 3.42 3.00 3.47 
40.  % of patients with ADHD for 
whom transition care has been coordinated for vacations and"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|15|fcdea03cb6424e0aa24e812cb3fd367c
"40.  % of patients with ADHD for 
whom transition care has been coordinated for vacations and 
other times away 3.88 3.35 3.04 3.42 
41.  % of patients with ADHD 
leaving practice for whom 
discussions of transfer of care with new clinician have been made 4.27 3.92 3.23 3.81 
The Patient Experience"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|15|37e07377e4b3407a940fe9333d231539
"Supplementary Table 1. Adult ADHD  Quality Measures: Draft List Mean Ratings 
 
  
 
 42.  % patients with documented 
satisfaction assessment at least annually 3.77 3.38 3.31 3.49 
43.  % patients with documented 
discussion of patient generated goals 4.27 3.69 3.50 3.82 
44.  % patients with documentation 
of concerns being discussed 4.23 3.96 3.81 4.00 
45.  % patients with ADHD seen 
within in a timely fashion 4.27 3.88 3.38 3.84 
46.  % patients with ADHD who 
report adequate lines of 
communication with healthcare providers 4.15 3.38 3.12 3.55"|data_input/adhd_2/Quality Measures for Adult ADHD.pdf|16|d91b5935a5f04f24b4774d123c573ef3
"INITIAL TREATMENT  
Preference for combination medication and CBT — We suggest first -line treatment with a combination 
of medication and cognitive -behavioral therapy (CBT) targeting executive dysfunction for most adults 
diagnosed with attention deficit hyperactivity disorder (ADHD). This is particularly true in individuals 
with severe executive dysfunction (algorithm 1 and algorithm 2). (See ""Attention deficit hyperactivity 
disorder in adults: Psychotherapy"", section on 'Overview of management of  ADHD in adults'.)  
 
Both stimulant medication [4 -7] and CBT [8 -10] have been reported to be effective treatments for ADHD 
in adults. However, there have been no clinical trials in adults directly comparing the efficacy of CBT and 
medication separately and in combination. Therefore, we rely on studies that conducted these 
comparisons separately. Medication clearly augmented the benefit of CBT in one randomized, 
controlled, adequately powered study [11]. Five studies have assessed the benefits of adding CBT t o 
medication, with four studies reporting positive results [12 -15] and one study reporting negative results 
[16]. However, none of these studies included a control for nonspecific effects of psychotherapy. 
Nevertheless, these results strongly suggest that the combination of stimulant medication and CBT is 
better than either treatment alone.  
However, we modify the initial treatment for specific populations such as individuals with substance use"|data_input/adhd_2/Treatment of Adults.pdf|0|8ccdb7f4e98d4b1ea9505cba528f4d2b
"better than either treatment alone.  
However, we modify the initial treatment for specific populations such as individuals with substance use 
disorder (SUD) or other co -occurring disorders. (See 'Initial tr eatment for specific populations' below.)  
 
Additionally, for individuals with contraindications to medication, or in those who prefer not to take 
medication or engage in CBT, we use the patient preferred treatment as monotherapy. (See ""Attention 
deficit hy peractivity disorder in adults: Psychotherapy"".)  
 
Stimulants as preferred pharmacologic treatment — For most adults with ADHD, we suggest first -line 
pharmacologic treatment with a stimulant medication (eg, amphetamines or methylphenidate) rather 
than nonst imulant medications such as atomoxetine or antidepressants. An advantage of stimulant 
medication is that they have a clinical effect almost immediately after starting, while atomoxetine and 
the antidepressants have a delayed onset of full therapeutic actio n of up to four weeks, related both to 
the titration of the medication and the delay in the onset of action of the agent [17].  
 
There are no direct comparisons between stimulant and nonstimulant medications in clinical trials. 
Meta -analyses have shown that  effect sizes in short -term trials of adult ADHD are greater for stimulants 
compared with nonstimulant medications, including atomoxetine and atypical antidepressants"|data_input/adhd_2/Treatment of Adults.pdf|0|ced37beaa8a34d6b840793e371a3a37c
"compared with nonstimulant medications, including atomoxetine and atypical antidepressants 
(bupropion, tricyclic antidepressants [TCAs], and venlafaxine) [4 -7]. As an example, in a  meta -analysis of 
11 trials including 1991 adults with ADHD, pooled effect size for stimulants was somewhat greater 
versus placebo than for nonstimulant medications (Cohen’s d = 0.67 versus 0.59, respectively) [5]."|data_input/adhd_2/Treatment of Adults.pdf|0|c23a1118731343ff9554da3565e9def6
"Choosing a stimulant — Among the stimul ant medications, our first choice is typically an amphetamine 
rather than methylphenidate. Within each of these groups there are various formulations without 
established superiority in efficacy. Our choice is based on the properties of the medication (eg, half-life, 
time to onset) and prescriber familiarity and preference.  
 
●Amphetamines – Amphetamine stimulants include dextroamphetamine and lisdexamfetamine, and 
can be short - or long -acting [18]. Amphetamine medications for ADHD are available in immediate - and 
extended -release formulations and have an onset of action of 20 to 60 minutes. The immediate -release 
formulation of dextroamphetamine -amphetamine has a duration of up to 6 hours [19,20]. Longer -acting 
formulations may last up to 10 to 12 hours [19 -22]. 
 
●Methylphenidate/dexmethylphenidate – Methylphenidate stimulants contain dexmethylphenidate or 
racemic mixtures of methylphenidate [21,23,24] and are either short -acting (3 to 5 hours), intermediate -
acting (4 to 8 hours), or long -acting (8 to ≥12 hours) . In addition to oral formulations, a methylphenidate 
patch is available and should be applied two hours before needed because of a delay in the onset of 
clinical effects.  
 
While amphetamines and methylphenidate have long been considered comparably efficac ious for adult 
ADHD, some data appear to show a benefit of amphetamines in reducing core symptoms of ADHD (eg,"|data_input/adhd_2/Treatment of Adults.pdf|1|42864a95c5f448339b3ad085d14733ad
"ADHD, some data appear to show a benefit of amphetamines in reducing core symptoms of ADHD (eg, 
inattention, impulsivity, hyperactivity) compared with methylphenidate. In a network meta -analysis of 
51 medication trials including 8131 adults with ADHD, after 12 weeks of treatment, individuals treated 
with amphetamines showed greater effect on clinician rating scales of overall ADHD symptoms than 
methylphenidate (standardized mean difference -0.29, 95% CI -0.54 to -0.05) [7]. However, 
amphetami nes were associated with higher risk of treatment ending early as the result of adverse 
events. No differences in efficacy were seen between higher and lower doses of amphetamines.  
Long - versus short -acting stimulants — Our choice of stimulant preparation is based on the patient’s 
preference, time to onset and length of desired effect, concern about misuse or diversion, cost, and 
availability of the medication. Some adults value the ability to target the short -acting drugs’ coverage to 
the desired part(s) o f the day (eg, time in class or at work). Others prefer the simplicity of the longer -
acting stimulant’s all -day or most -of-the-day coverage (table 1).  
 
Studies suggest that longer -acting stimulants may be less likely to be abused or diverted [25 -27]. A low er 
abuse potential for long -acting compared with short -acting stimulants is based on studies 
demonstrating greater subjective responses and potential reinforcement for immediate -release"|data_input/adhd_2/Treatment of Adults.pdf|1|e80769186017459ca99a1c2d7444328a
"demonstrating greater subjective responses and potential reinforcement for immediate -release 
stimulants compared with extended -release methylphenidate in healthy a dults [27].  
Despite pharmacologic and pharmacokinetic differences in stimulants used to treat adult ADHD, there 
does not appear to be differences in efficacy between short - and long -acting stimulants [4,7]."|data_input/adhd_2/Treatment of Adults.pdf|1|1871f6b4fae2436c9b5c6cd442511d19
"Pretreatment evaluation and contraindications — Prior to initiating treatment with a stimulant in adults, 
we review their cardiovascular history including history of chest pain, palpitations, syncope, myocardial 
infarction, arrhythmia, valvular disease and their family history.  
We measure blood pressure and pulse in all patients and obtain an electrocardiogram (ECG) in 
individuals with cardiac history or cardiac symptoms such as palpitations or chest pain. In individuals 
with a cardiac history, or when findings are outside of normal limits are seen, we co nsult with a 
cardiologist to determine whether the findings are sufficiently severe to avoid these medications [28].  
Dose and titration — We typically begin treatment with a low dose of the chosen agent and increase 
weekly while monitoring for clinical res ponse, duration of the effect during the day, and side effects 
(table 1). (See 'Monitoring' below and 'Defining response' below.)  
 
●For short -acting dextroamphetamine -amphetamine, we begin at 5 mg orally in the morning on the first 
day. If tolerated, we in crease to 5 mg twice a day (approximately at breakfast and lunch; eg, four hours 
between doses) beginning on the day 2 to 7. We monitor for improvement (see 'Monitoring' below) in 
symptoms for one week. If adequate improvement is not seen, we increase by 5  mg at weekly intervals 
until clinical response is adequate, intolerable adverse effects limit further titration, or maximum total"|data_input/adhd_2/Treatment of Adults.pdf|2|8140b86d4940414686f2217fa8835a11
"until clinical response is adequate, intolerable adverse effects limit further titration, or maximum total 
daily dose limit reached (60 mg).  
 
●For short -acting methylphenidate, we typically begin with 10 mg orally in the morning. If initial dose is 
tolerated, we increase to 10 mg at breakfast and lunch each day on day 2 to 7. Depending on response 
to medication, we increase by 10 mg at weekly in tervals until clinical response is adequate, adverse 
effects limit further increases, or maximum daily dose is reached (60 mg).  
●For long -acting dextroamphetamine -amphetamine (mixed salts), we typically begin at 10 mg orally 
each morning. If there are no a dverse effects after three or four days, we increase to 20 mg once per 
day in the morning. We increase by 10 mg at weekly (or longer) intervals until clinical response or a dose 
of 40 mg per day is reached. Doses above 40 mg per day are rarely necessary an d require close 
monitoring.  
 
Benefits of stimulant treatment  
●Symptomatic improvement – Stimulant medications have been shown to offer symptomatic 
improvement (particularly in attention and on -task behaviors) as well as improvement in daily 
functioning (vo cational and interpersonal performance) in adults as compared with placebo [5,7,18,29 -
32]. 
●Driving and work performance – Although evidence of positive effects on long -term psychosocial 
outcomes is limited, observational studies have found benefits from s timulant medication on"|data_input/adhd_2/Treatment of Adults.pdf|2|700528fb3149493fbcb83e4f60697e19
"outcomes is limited, observational studies have found benefits from s timulant medication on 
functioning, self -esteem, and work performance [33]. Additionally, while previous studies have found 
that individuals with ADHD are more likely to be involved in a motor vehicle collision compared with 
individuals without the disorde r, treatment of ADHD with medications lowers the risk of collisions"|data_input/adhd_2/Treatment of Adults.pdf|2|c40291aed2614e6b805a243e0eba4e02
"[34,35]. A cohort study of 2,319,450 patients diagnosed and treated for ADHD in the United States 
compared the risk of a motor vehicle collision in ADHD patients during months when they we re and 
were not receiving ADHD medication [36]. Males and females had a lower risk of a collision when 
receiving ADHD medication, by 38 percent (odds ratio 0.62, 95% CI 0.56 -0.67) and 42 percent (odds ratio 
0.58, 95% CI 0.53 -0.62), respectively. (See ""Atte ntion deficit hyperactivity disorder in adults: 
Epidemiology, clinical features, assessment, and diagnosis"", section on 'Clinical manifestations'.)  
 
●Duration of effect – Clinical trials have primarily focused on short -term effects (eg, 12 weeks) of 
stimul ant medications. These trials have consistently shown positive short -term effects.  
 
●Lower all -cause mortality – Among those diagnosed with ADHD, initiation of treatment medication 
appears to be associated with lower all -cause mortality at two -year follow -up, particularly for death due 
to unnatural causes (suicide, accidental injury). In an observational study including nearly 149,000 
individuals with ADHD (age at diagnosis 11 to 29 years; median age 17.4 years) treatment with ADHD 
medication as compared wi th noninitiation of medication, was associated with lower all -cause mortality 
(hazard ratio 0.79, 95% CI 0.7 -0.88) and lower “unnatural” cause of mortality (eg, suicide, accidental"|data_input/adhd_2/Treatment of Adults.pdf|3|9f92067d4aae44be9264bab906136eaa
"(hazard ratio 0.79, 95% CI 0.7 -0.88) and lower “unnatural” cause of mortality (eg, suicide, accidental 
injury, accidental poisoning [hazard ratio 0.75, 95% CI 0.66 -0.86]), but no t with natural cause of 
mortality [39]. (See ""Attention deficit hyperactivity disorder in adults: Epidemiology, clinical features, 
assessment, and diagnosis"", section on 'Mortality rates'.)  
 
Adverse effects — Stimulant medications are generally well tolera ted when taken as directed. Side 
effects of stimulants reported in adults treated for ADHD include dry mouth, insomnia (particularly if the 
duration of medication effects extends into the evening or if the medication is taken late during the 
day), irritabi lity, dysphoria, diminished appetite, weight loss, and headaches [40]. Nontherapeutic 
effects such as euphoria or elevated mood may lead to misuse of medications. Additionally, 
exacerbation of existing motor and vocal tics, as well as new onset of tics, ha s occurred. In a meta -
analysis of clinical trials, 10 percent of adults with ADHD treated with stimulant medications 
discontinued the medication due to adverse events [41].  
 
Other effects that may be seen in individuals treated with stimulant medications i nclude:  
 
●Psychosis – Psychosis has been reported in individuals who misuse or take excessive amounts of 
stimulant medication and may be an indication that a stimulant is being misused."|data_input/adhd_2/Treatment of Adults.pdf|3|1f98ce70f4f646f0ae7a271a293a0f0d
"stimulant medication and may be an indication that a stimulant is being misused.  
 
Some, but not all studies, report that in individuals with vulnerabil ity to psychosis (eg, comorbid 
schizophrenia, schizotypal personality disorder, mood disorder with psychosis, history of amphetamine 
induced psychosis), treatment with psychostimulant medications may increase the risk of psychosis"|data_input/adhd_2/Treatment of Adults.pdf|3|1eecfc2cf0c04ece936d3f2c2e15ee7e
